TIMESTAMP;M_MODULE_ID;M_ENERGY_CONSUMPTION;M_APPARENT_POWER 
03.10.2015 13:34;5;79192;14
03.10.2015 13:34;1;55603;7
03.10.2015 13:34;2;71977;13
03.10.2015 13:34;3;84398;17
03.10.2015 13:34;4;78279;11
03.10.2015 13:34;6;119302;23
03.10.2015 13:34;7;90391;19
03.10.2015 13:34;8;79435;15
03.10.2015 13:34;9;82664;16
03.10.2015 13:34;5;79206;14
03.10.2015 13:35;1;55610;7
03.10.2015 13:35;2;71990;13
03.10.2015 13:35;3;84415;17
03.10.2015 13:35;4;78290;11
03.10.2015 13:35;6;119325;23
03.10.2015 13:35;7;90410;19
03.10.2015 13:35;8;79450;15
03.10.2015 13:35;9;82680;16
03.10.2015 13:35;5;79220;14
03.10.2015 13:35;1;55617;7
03.10.2015 13:35;2;72003;13
03.10.2015 13:35;3;84432;17
03.10.2015 13:35;4;78301;11
03.10.2015 13:35;6;119348;23
03.10.2015 13:35;7;90429;19
03.10.2015 13:35;8;79465;15
03.10.2015 13:35;9;82696;16
03.10.2015 13:35;5;79234;14
03.10.2015 13:36;1;55624;7
03.10.2015 13:36;2;72016;13
03.10.2015 13:36;3;84449;17
03.10.2015 13:36;4;78312;11
03.10.2015 13:36;6;119371;23
03.10.2015 13:36;7;90448;19
03.10.2015 13:36;8;79480;15
03.10.2015 13:36;9;82712;16
03.10.2015 13:36;5;79248;14
03.10.2015 13:36;1;55631;7
03.10.2015 13:36;2;72029;13
03.10.2015 13:36;3;84466;17
03.10.2015 13:36;4;78323;11
03.10.2015 13:36;6;119394;23
03.10.2015 13:36;7;90467;19
03.10.2015 13:36;8;79495;15
03.10.2015 13:36;9;82728;16
03.10.2015 13:36;5;79262;14
03.10.2015 13:37;1;55638;7
03.10.2015 13:37;2;72042;13
03.10.2015 13:37;3;84483;17
03.10.2015 13:37;4;78334;11
03.10.2015 13:37;6;119417;23
03.10.2015 13:37;7;90486;19
03.10.2015 13:37;8;79510;15
03.10.2015 13:37;9;82744;16
03.10.2015 13:37;5;79276;14
03.10.2015 13:37;1;55645;7
03.10.2015 13:37;2;72055;13
03.10.2015 13:37;3;84500;17
03.10.2015 13:37;4;78345;11
03.10.2015 13:37;6;119440;23
03.10.2015 13:37;7;90505;19
03.10.2015 13:37;8;79525;15
03.10.2015 13:37;9;82760;16
03.10.2015 13:37;5;79290;14
03.10.2015 13:38;1;55652;7
03.10.2015 13:38;2;72068;13
03.10.2015 13:38;3;84517;17
03.10.2015 13:38;4;78356;11
03.10.2015 13:38;6;119463;23
03.10.2015 13:38;7;90524;19
03.10.2015 13:38;8;79540;15
03.10.2015 13:38;9;82776;16
03.10.2015 13:38;5;79304;14
03.10.2015 13:38;1;55659;7
03.10.2015 13:38;2;72081;13
03.10.2015 13:38;3;84534;17
03.10.2015 13:38;4;78367;11
03.10.2015 13:38;6;119486;23
03.10.2015 13:38;7;90543;19
03.10.2015 13:38;8;79555;15
03.10.2015 13:38;9;82792;16
03.10.2015 13:38;5;79318;14
03.10.2015 13:39;1;55666;7
03.10.2015 13:39;2;72094;13
03.10.2015 13:39;3;84551;17
03.10.2015 13:39;4;78378;11
03.10.2015 13:39;6;119509;23
03.10.2015 13:39;7;90562;19
03.10.2015 13:39;8;79570;15
03.10.2015 13:39;9;82808;16
03.10.2015 13:39;5;79332;14
03.10.2015 13:39;1;55673;7
03.10.2015 13:39;2;72107;13
03.10.2015 13:39;3;84568;17
03.10.2015 13:39;4;78389;11
03.10.2015 13:39;6;119532;23
03.10.2015 13:39;7;90581;19
03.10.2015 13:39;8;79585;15
03.10.2015 13:39;9;82824;16
03.10.2015 13:39;5;79346;14
03.10.2015 13:40;1;55680;7
03.10.2015 13:40;2;72120;13
03.10.2015 13:40;3;84585;17
03.10.2015 13:40;4;78400;11
03.10.2015 13:40;6;119555;23
03.10.2015 13:40;7;90600;19
03.10.2015 13:40;8;79600;15
03.10.2015 13:40;9;82840;16
03.10.2015 13:40;5;79360;14
03.10.2015 13:40;1;55687;7
03.10.2015 13:40;2;72133;13
03.10.2015 13:40;3;84602;17
03.10.2015 13:40;4;78411;11
03.10.2015 13:40;6;119578;23
03.10.2015 13:40;7;90619;19
03.10.2015 13:40;8;79615;15
03.10.2015 13:40;9;82856;16
03.10.2015 13:40;5;79374;14
03.10.2015 13:41;1;55694;7
03.10.2015 13:41;2;72146;13
03.10.2015 13:41;3;84619;17
03.10.2015 13:41;4;78422;11
03.10.2015 13:41;6;119601;23
03.10.2015 13:41;7;90638;19
03.10.2015 13:41;8;79630;15
03.10.2015 13:41;9;82872;16
03.10.2015 13:41;5;79388;14
03.10.2015 13:41;1;55701;7
03.10.2015 13:41;2;72159;13
03.10.2015 13:41;3;84636;17
03.10.2015 13:41;4;78433;11
03.10.2015 13:41;6;119624;23
03.10.2015 13:41;7;90657;19
03.10.2015 13:41;8;79645;15
03.10.2015 13:41;9;82888;16
03.10.2015 13:41;5;79402;14
03.10.2015 13:42;1;55708;7
03.10.2015 13:42;2;72172;13
03.10.2015 13:42;3;84653;17
03.10.2015 13:42;4;78444;11
03.10.2015 13:42;6;119647;23
03.10.2015 13:42;7;90676;19
03.10.2015 13:42;8;79660;15
03.10.2015 13:42;9;82904;16
03.10.2015 13:42;5;79416;14
03.10.2015 13:42;1;55715;7
03.10.2015 13:42;2;72185;13
03.10.2015 13:42;3;84670;17
03.10.2015 13:42;4;78455;11
03.10.2015 13:42;6;119670;23
03.10.2015 13:42;7;90695;19
03.10.2015 13:42;8;79675;15
03.10.2015 13:42;9;82920;16
03.10.2015 13:42;5;79430;14
03.10.2015 13:43;1;55722;7
03.10.2015 13:43;2;72198;13
03.10.2015 13:43;3;84687;17
03.10.2015 13:43;4;78466;11
03.10.2015 13:43;6;119693;23
03.10.2015 13:43;7;90714;19
03.10.2015 13:43;8;79690;15
03.10.2015 13:43;9;82936;16
03.10.2015 13:43;5;79444;14
03.10.2015 13:43;1;55729;7
03.10.2015 13:43;2;72211;13
03.10.2015 13:43;3;84704;17
03.10.2015 13:43;4;78477;11
03.10.2015 13:43;6;119716;23
03.10.2015 13:43;7;90733;19
03.10.2015 13:43;8;79705;15
03.10.2015 13:43;9;82952;16
03.10.2015 13:43;5;79458;14
03.10.2015 13:44;1;55736;7
03.10.2015 13:44;2;72224;13
03.10.2015 13:44;3;84721;17
03.10.2015 13:44;4;78488;11
03.10.2015 13:44;6;119739;23
03.10.2015 13:44;7;90752;19
03.10.2015 13:44;8;79720;15
03.10.2015 13:44;9;82968;16
03.10.2015 13:44;5;79472;14
03.10.2015 13:44;1;55743;7
03.10.2015 13:44;2;72237;13
03.10.2015 13:44;3;84738;17
03.10.2015 13:44;4;78499;11
03.10.2015 13:44;6;119762;23
03.10.2015 13:44;7;90771;19
03.10.2015 13:44;8;79735;15
03.10.2015 13:44;9;82984;16
03.10.2015 13:44;5;79486;14
03.10.2015 13:45;1;55750;7
03.10.2015 13:45;2;72250;13
03.10.2015 13:45;3;84755;17
03.10.2015 13:45;4;78510;11
03.10.2015 13:45;6;119785;23
03.10.2015 13:45;7;90790;19
03.10.2015 13:45;8;79750;15
03.10.2015 13:45;9;83000;16
03.10.2015 13:45;5;79500;14
03.10.2015 13:45;1;55757;7
03.10.2015 13:45;2;72263;13
03.10.2015 13:45;3;84772;17
03.10.2015 13:45;4;78521;11
03.10.2015 13:45;6;119808;23
03.10.2015 13:45;7;90809;19
03.10.2015 13:45;8;79765;15
03.10.2015 13:45;9;83016;16
03.10.2015 13:45;5;79514;14
03.10.2015 13:46;1;55764;7
03.10.2015 13:46;2;72276;13
03.10.2015 13:46;3;84789;17
03.10.2015 13:46;4;78532;11
03.10.2015 13:46;6;119831;23
03.10.2015 13:46;7;90828;19
03.10.2015 13:46;8;79780;15
03.10.2015 13:46;9;83032;16
03.10.2015 13:46;5;79528;14
03.10.2015 13:46;1;55771;7
03.10.2015 13:46;2;72289;13
03.10.2015 13:46;3;84806;17
03.10.2015 13:46;4;78543;11
03.10.2015 13:46;6;119854;23
03.10.2015 13:46;7;90847;19
03.10.2015 13:46;8;79795;15
03.10.2015 13:46;9;83048;16
03.10.2015 13:46;5;79542;14
03.10.2015 13:47;1;55778;7
03.10.2015 13:47;2;72302;13
03.10.2015 13:47;3;84823;17
03.10.2015 13:47;4;78554;11
03.10.2015 13:47;6;119877;23
03.10.2015 13:47;7;90866;19
03.10.2015 13:47;8;79810;15
03.10.2015 13:47;9;83064;16
03.10.2015 13:47;5;79556;14
03.10.2015 13:47;1;55785;7
03.10.2015 13:47;2;72315;13
03.10.2015 13:47;3;84840;17
03.10.2015 13:47;4;78565;11
03.10.2015 13:47;6;119900;23
03.10.2015 13:47;7;90885;19
03.10.2015 13:47;8;79825;15
03.10.2015 13:47;9;83080;16
03.10.2015 13:47;5;79570;14
03.10.2015 13:48;1;55792;7
03.10.2015 13:48;2;72328;13
03.10.2015 13:48;3;84857;17
03.10.2015 13:48;4;78576;11
03.10.2015 13:48;6;119923;23
03.10.2015 13:48;7;90904;19
03.10.2015 13:48;8;79840;15
03.10.2015 13:48;9;83096;16
03.10.2015 13:48;5;79584;14
03.10.2015 13:48;1;55799;7
03.10.2015 13:48;2;72341;13
03.10.2015 13:48;3;84874;17
03.10.2015 13:48;4;78587;11
03.10.2015 13:48;6;119946;23
03.10.2015 13:48;7;90923;19
03.10.2015 13:48;8;79855;15
03.10.2015 13:48;9;83112;16
03.10.2015 13:48;5;79598;14
03.10.2015 13:49;1;55806;7
03.10.2015 13:49;2;72354;13
03.10.2015 13:49;3;84891;17
03.10.2015 13:49;4;78598;11
03.10.2015 13:49;6;119969;23
03.10.2015 13:49;7;90942;19
03.10.2015 13:49;8;79870;15
03.10.2015 13:49;9;83128;16
03.10.2015 13:49;5;79612;14
03.10.2015 13:49;1;55813;7
03.10.2015 13:49;2;72367;13
03.10.2015 13:49;3;84908;17
03.10.2015 13:49;4;78609;11
03.10.2015 13:49;6;119992;23
03.10.2015 13:49;7;90961;19
03.10.2015 13:49;8;79885;15
03.10.2015 13:49;9;83144;16
03.10.2015 13:49;5;79626;14
03.10.2015 13:50;1;55820;7
03.10.2015 13:50;2;72380;13
03.10.2015 13:50;3;84925;17
03.10.2015 13:50;4;78620;11
03.10.2015 13:50;6;120015;23
03.10.2015 13:50;7;90980;19
03.10.2015 13:50;8;79900;15
03.10.2015 13:50;9;83160;16
03.10.2015 13:50;5;79640;14
03.10.2015 13:50;1;55827;7
03.10.2015 13:50;2;72393;13
03.10.2015 13:50;3;84942;17
03.10.2015 13:50;4;78631;11
03.10.2015 13:50;6;120038;23
03.10.2015 13:50;7;90999;19
03.10.2015 13:50;8;79915;15
03.10.2015 13:50;9;83176;16
03.10.2015 13:50;5;79654;14
03.10.2015 13:51;1;55834;7
03.10.2015 13:51;2;72406;13
03.10.2015 13:51;3;84959;17
03.10.2015 13:51;4;78642;11
03.10.2015 13:51;6;120061;23
03.10.2015 13:51;7;91018;19
03.10.2015 13:51;8;79930;15
03.10.2015 13:51;9;83192;16
03.10.2015 13:51;5;79668;14
03.10.2015 13:51;1;55841;7
03.10.2015 13:51;2;72419;13
03.10.2015 13:51;3;84976;17
03.10.2015 13:51;4;78653;11
03.10.2015 13:51;6;120084;23
03.10.2015 13:51;7;91037;19
03.10.2015 13:51;8;79945;15
03.10.2015 13:51;9;83208;16
03.10.2015 13:51;5;79682;14
03.10.2015 13:52;1;55848;7
03.10.2015 13:52;2;72432;13
03.10.2015 13:52;3;84993;17
03.10.2015 13:52;4;78664;11
03.10.2015 13:52;6;120107;23
03.10.2015 13:52;7;91056;19
03.10.2015 13:52;8;79960;15
03.10.2015 13:52;9;83224;16
03.10.2015 13:52;5;79696;14
03.10.2015 13:52;1;55855;7
03.10.2015 13:52;2;72445;13
03.10.2015 13:52;3;85010;17
03.10.2015 13:52;4;78675;11
03.10.2015 13:52;6;120130;23
03.10.2015 13:52;7;91075;19
03.10.2015 13:52;8;79975;15
03.10.2015 13:52;9;83240;16
03.10.2015 13:52;5;79710;14
03.10.2015 13:53;1;55862;7
03.10.2015 13:53;2;72458;13
03.10.2015 13:53;3;85027;17
03.10.2015 13:53;4;78686;11
03.10.2015 13:53;6;120153;23
03.10.2015 13:53;7;91094;19
03.10.2015 13:53;8;79990;15
03.10.2015 13:53;9;83256;16
03.10.2015 13:53;5;79724;14
03.10.2015 13:53;1;55869;7
03.10.2015 13:53;2;72471;13
03.10.2015 13:53;3;85044;17
03.10.2015 13:53;4;78697;11
03.10.2015 13:53;6;120176;23
03.10.2015 13:53;7;91113;19
03.10.2015 13:53;8;80005;15
03.10.2015 13:53;9;83272;16
03.10.2015 13:53;5;79738;14
03.10.2015 13:54;1;55876;7
03.10.2015 13:54;2;72484;13
03.10.2015 13:54;3;85061;17
03.10.2015 13:54;4;78708;11
03.10.2015 13:54;6;120199;23
03.10.2015 13:54;7;91132;19
03.10.2015 13:54;8;80020;15
03.10.2015 13:54;9;83288;16
03.10.2015 13:54;5;79752;14
03.10.2015 13:54;1;55883;7
03.10.2015 13:54;2;72497;13
03.10.2015 13:54;3;85078;17
03.10.2015 13:54;4;78719;11
03.10.2015 13:54;6;120222;23
03.10.2015 13:54;7;91151;19
03.10.2015 13:54;8;80035;15
03.10.2015 13:54;9;83304;16
03.10.2015 13:54;5;79766;14
03.10.2015 13:55;1;55890;7
03.10.2015 13:55;2;72510;13
03.10.2015 13:55;3;85095;17
03.10.2015 13:55;4;78730;11
03.10.2015 13:55;6;120245;23
03.10.2015 13:55;7;91170;19
03.10.2015 13:55;8;80050;15
03.10.2015 13:55;9;83320;16
03.10.2015 13:55;5;79780;14
03.10.2015 13:55;1;55897;7
03.10.2015 13:55;2;72523;13
03.10.2015 13:55;3;85112;17
03.10.2015 13:55;4;78741;11
03.10.2015 13:55;6;120268;23
03.10.2015 13:55;7;91189;19
03.10.2015 13:55;8;80065;15
03.10.2015 13:55;9;83336;16
03.10.2015 13:55;5;79794;14
03.10.2015 13:56;1;55904;7
03.10.2015 13:56;2;72536;13
03.10.2015 13:56;3;85129;17
03.10.2015 13:56;4;78752;11
03.10.2015 13:56;6;120291;23
03.10.2015 13:56;7;91208;19
03.10.2015 13:56;8;80080;15
03.10.2015 13:56;9;83352;16
03.10.2015 13:56;5;79808;14
03.10.2015 13:56;1;55911;7
03.10.2015 13:56;2;72549;13
03.10.2015 13:56;3;85146;17
03.10.2015 13:56;4;78763;11
03.10.2015 13:56;6;120314;23
03.10.2015 13:56;7;91227;19
03.10.2015 13:56;8;80095;15
03.10.2015 13:56;9;83368;16
03.10.2015 13:56;5;79822;14
03.10.2015 13:57;1;55918;7
03.10.2015 13:57;2;72562;13
03.10.2015 13:57;3;85163;17
03.10.2015 13:57;4;78774;11
03.10.2015 13:57;6;120337;23
03.10.2015 13:57;7;91246;19
03.10.2015 13:57;8;80110;15
03.10.2015 13:57;9;83384;16
03.10.2015 13:57;5;79836;14
03.10.2015 13:57;1;55925;7
03.10.2015 13:57;2;72575;13
03.10.2015 13:57;3;85180;17
03.10.2015 13:57;4;78785;11
03.10.2015 13:57;6;120360;23
03.10.2015 13:57;7;91265;19
03.10.2015 13:57;8;80125;15
03.10.2015 13:57;9;83400;16
03.10.2015 13:57;5;79850;14
03.10.2015 13:58;1;55932;7
03.10.2015 13:58;2;72588;13
03.10.2015 13:58;3;85197;17
03.10.2015 13:58;4;78796;11
03.10.2015 13:58;6;120383;23
03.10.2015 13:58;7;91284;19
03.10.2015 13:58;8;80140;15
03.10.2015 13:58;9;83416;16
03.10.2015 13:58;5;79864;14
03.10.2015 13:58;1;55939;7
03.10.2015 13:58;2;72601;13
03.10.2015 13:58;3;85214;17
03.10.2015 13:58;4;78807;11
03.10.2015 13:58;6;120406;23
03.10.2015 13:58;7;91303;19
03.10.2015 13:58;8;80155;15
03.10.2015 13:58;9;83432;16
03.10.2015 13:58;5;79878;14
03.10.2015 13:59;1;55946;7
03.10.2015 13:59;2;72614;13
03.10.2015 13:59;3;85231;17
03.10.2015 13:59;4;78818;11
03.10.2015 13:59;6;120429;23
03.10.2015 13:59;7;91322;19
03.10.2015 13:59;8;80170;15
03.10.2015 13:59;9;83448;16
03.10.2015 13:59;5;79892;14
03.10.2015 13:59;1;55953;7
03.10.2015 13:59;2;72627;13
03.10.2015 13:59;3;85248;17
03.10.2015 13:59;4;78829;11
03.10.2015 13:59;6;120452;23
03.10.2015 13:59;7;91341;19
03.10.2015 13:59;8;80185;15
03.10.2015 13:59;9;83464;16
03.10.2015 13:59;5;79906;14
03.10.2015 14:00;1;55960;7
03.10.2015 14:00;2;72640;13
03.10.2015 14:00;3;85265;17
03.10.2015 14:00;4;78840;11
03.10.2015 14:00;6;120475;23
03.10.2015 14:00;7;91360;19
03.10.2015 14:00;8;80200;15
03.10.2015 14:00;9;83480;16
03.10.2015 14:00;5;79920;14
03.10.2015 14:00;1;55967;7
03.10.2015 14:00;2;72653;13
03.10.2015 14:00;3;85282;17
03.10.2015 14:00;4;78851;11
03.10.2015 14:00;6;120498;23
03.10.2015 14:00;7;91379;19
03.10.2015 14:00;8;80215;15
03.10.2015 14:00;9;83496;16
03.10.2015 14:00;5;79934;14
03.10.2015 14:01;1;55974;7
03.10.2015 14:01;2;72666;13
03.10.2015 14:01;3;85299;17
03.10.2015 14:01;4;78862;11
03.10.2015 14:01;6;120521;23
03.10.2015 14:01;7;91398;19
03.10.2015 14:01;8;80230;15
03.10.2015 14:01;9;83512;16
03.10.2015 14:01;5;79948;14
03.10.2015 14:01;1;55981;7
03.10.2015 14:01;2;72679;13
03.10.2015 14:01;3;85316;17
03.10.2015 14:01;4;78873;11
03.10.2015 14:01;6;120544;23
03.10.2015 14:01;7;91417;19
03.10.2015 14:01;8;80245;15
03.10.2015 14:01;9;83528;16
03.10.2015 14:01;5;79962;14
03.10.2015 14:02;1;55988;7
03.10.2015 14:02;2;72692;13
03.10.2015 14:02;3;85333;17
03.10.2015 14:02;4;78884;11
03.10.2015 14:02;6;120567;23
03.10.2015 14:02;7;91436;19
03.10.2015 14:02;8;80260;15
03.10.2015 14:02;9;83544;16
03.10.2015 14:02;5;79976;14
03.10.2015 14:02;1;55995;7
03.10.2015 14:02;2;72705;13
03.10.2015 14:02;3;85350;17
03.10.2015 14:02;4;78895;11
03.10.2015 14:02;6;120590;23
03.10.2015 14:02;7;91455;19
03.10.2015 14:02;8;80275;15
03.10.2015 14:02;9;83560;16
03.10.2015 14:02;5;79990;14
03.10.2015 14:03;1;56002;7
03.10.2015 14:03;2;72718;13
03.10.2015 14:03;3;85367;17
03.10.2015 14:03;4;78906;11
03.10.2015 14:03;6;120613;23
03.10.2015 14:03;7;91474;19
03.10.2015 14:03;8;80290;15
03.10.2015 14:03;9;83576;16
03.10.2015 14:03;5;80004;14
03.10.2015 14:03;1;56009;7
03.10.2015 14:03;2;72731;13
03.10.2015 14:03;3;85384;17
03.10.2015 14:03;4;78917;11
03.10.2015 14:03;6;120636;23
03.10.2015 14:03;7;91493;19
03.10.2015 14:03;8;80305;15
03.10.2015 14:03;9;83592;16
03.10.2015 14:03;5;80018;14
03.10.2015 14:04;1;56016;7
03.10.2015 14:04;2;72744;13
03.10.2015 14:04;3;85401;17
03.10.2015 14:04;4;78928;11
03.10.2015 14:04;6;120659;23
03.10.2015 14:04;7;91512;19
03.10.2015 14:04;8;80320;15
03.10.2015 14:04;9;83608;16
03.10.2015 14:04;5;80032;14
03.10.2015 14:04;1;56023;7
03.10.2015 14:04;2;72757;13
03.10.2015 14:04;3;85418;17
03.10.2015 14:04;4;78939;11
03.10.2015 14:04;6;120682;23
03.10.2015 14:04;7;91531;19
03.10.2015 14:04;8;80335;15
03.10.2015 14:04;9;83624;16
03.10.2015 14:04;5;80046;14
03.10.2015 14:05;1;56030;7
03.10.2015 14:05;2;72770;13
03.10.2015 14:05;3;85435;17
03.10.2015 14:05;4;78950;11
03.10.2015 14:05;6;120705;23
03.10.2015 14:05;7;91550;19
03.10.2015 14:05;8;80350;15
03.10.2015 14:05;9;83640;16
03.10.2015 14:05;5;80060;14
03.10.2015 14:05;1;56037;7
03.10.2015 14:05;2;72783;13
03.10.2015 14:05;3;85452;17
03.10.2015 14:05;4;78961;11
03.10.2015 14:05;6;120728;23
03.10.2015 14:05;7;91569;19
03.10.2015 14:05;8;80365;15
03.10.2015 14:05;9;83656;16
03.10.2015 14:05;5;80074;14
03.10.2015 14:06;1;56044;7
03.10.2015 14:06;2;72796;13
03.10.2015 14:06;3;85469;17
03.10.2015 14:06;4;78972;11
03.10.2015 14:06;6;120751;23
03.10.2015 14:06;7;91588;19
03.10.2015 14:06;8;80380;15
03.10.2015 14:06;9;83672;16
03.10.2015 14:06;5;80088;14
03.10.2015 14:06;1;56051;7
03.10.2015 14:06;2;72809;13
03.10.2015 14:06;3;85486;17
03.10.2015 14:06;4;78983;11
03.10.2015 14:06;6;120774;23
03.10.2015 14:06;7;91607;19
03.10.2015 14:06;8;80395;15
03.10.2015 14:06;9;83688;16
03.10.2015 14:06;5;80102;14
03.10.2015 14:07;1;56058;7
03.10.2015 14:07;2;72822;13
03.10.2015 14:07;3;85503;17
03.10.2015 14:07;4;78994;11
03.10.2015 14:07;6;120797;23
03.10.2015 14:07;7;91626;19
03.10.2015 14:07;8;80410;15
03.10.2015 14:07;9;83704;16
03.10.2015 14:07;5;80116;14
03.10.2015 14:07;1;56065;7
03.10.2015 14:07;2;72835;13
03.10.2015 14:07;3;85520;17
03.10.2015 14:07;4;79005;11
03.10.2015 14:07;6;120820;23
03.10.2015 14:07;7;91645;19
03.10.2015 14:07;8;80425;15
03.10.2015 14:07;9;83720;16
03.10.2015 14:07;5;80130;14
03.10.2015 14:08;1;56072;7
03.10.2015 14:08;2;72848;13
03.10.2015 14:08;3;85537;17
03.10.2015 14:08;4;79016;11
03.10.2015 14:08;6;120843;23
03.10.2015 14:08;7;91664;19
03.10.2015 14:08;8;80440;15
03.10.2015 14:08;9;83736;16
03.10.2015 14:08;5;80144;14
03.10.2015 14:08;1;56079;7
03.10.2015 14:08;2;72861;13
03.10.2015 14:08;3;85554;17
03.10.2015 14:08;4;79027;11
03.10.2015 14:08;6;120866;23
03.10.2015 14:08;7;91683;19
03.10.2015 14:08;8;80455;15
03.10.2015 14:08;9;83752;16
03.10.2015 14:08;5;80158;14
03.10.2015 14:09;1;56086;7
03.10.2015 14:09;2;72874;13
03.10.2015 14:09;3;85571;17
03.10.2015 14:09;4;79038;11
03.10.2015 14:09;6;120889;23
03.10.2015 14:09;7;91702;19
03.10.2015 14:09;8;80470;15
03.10.2015 14:09;9;83768;16
03.10.2015 14:09;5;80172;14
03.10.2015 14:09;1;56093;7
03.10.2015 14:09;2;72887;13
03.10.2015 14:09;3;85588;17
03.10.2015 14:09;4;79049;11
03.10.2015 14:09;6;120912;23
03.10.2015 14:09;7;91721;19
03.10.2015 14:09;8;80485;15
03.10.2015 14:09;9;83784;16
03.10.2015 14:09;5;80186;14
03.10.2015 14:10;1;56100;7
03.10.2015 14:10;2;72900;13
03.10.2015 14:10;3;85605;17
03.10.2015 14:10;4;79060;11
03.10.2015 14:10;6;120935;23
03.10.2015 14:10;7;91740;19
03.10.2015 14:10;8;80500;15
03.10.2015 14:10;9;83800;16
03.10.2015 14:10;5;80200;14
03.10.2015 14:10;1;56107;7
03.10.2015 14:10;2;72913;13
03.10.2015 14:10;3;85622;17
03.10.2015 14:10;4;79071;11
03.10.2015 14:10;6;120958;23
03.10.2015 14:10;7;91759;19
03.10.2015 14:10;8;80515;15
03.10.2015 14:10;9;83816;16
03.10.2015 14:10;5;80214;14
03.10.2015 14:11;1;56114;7
03.10.2015 14:11;2;72926;13
03.10.2015 14:11;3;85639;17
03.10.2015 14:11;4;79082;11
03.10.2015 14:11;6;120981;23
03.10.2015 14:11;7;91778;19
03.10.2015 14:11;8;80530;15
03.10.2015 14:11;9;83832;16
03.10.2015 14:11;5;80228;14
03.10.2015 14:11;1;56121;7
03.10.2015 14:11;2;72939;13
03.10.2015 14:11;3;85656;17
03.10.2015 14:11;4;79093;11
03.10.2015 14:11;6;121004;23
03.10.2015 14:11;7;91797;19
03.10.2015 14:11;8;80545;15
03.10.2015 14:11;9;83848;16
03.10.2015 14:11;5;80242;14
03.10.2015 14:12;1;56128;7
03.10.2015 14:12;2;72952;13
03.10.2015 14:12;3;85673;17
03.10.2015 14:12;4;79104;11
03.10.2015 14:12;6;121027;23
03.10.2015 14:12;7;91816;19
03.10.2015 14:12;8;80560;15
03.10.2015 14:12;9;83864;16
03.10.2015 14:12;5;80256;14
03.10.2015 14:12;1;56135;7
03.10.2015 14:12;2;72965;13
03.10.2015 14:12;3;85690;17
03.10.2015 14:12;4;79115;11
03.10.2015 14:12;6;121050;23
03.10.2015 14:12;7;91835;19
03.10.2015 14:12;8;80575;15
03.10.2015 14:12;9;83880;16
03.10.2015 14:12;5;80270;14
03.10.2015 14:13;1;56142;7
03.10.2015 14:13;2;72978;13
03.10.2015 14:13;3;85707;17
03.10.2015 14:13;4;79126;11
03.10.2015 14:13;6;121073;23
03.10.2015 14:13;7;91854;19
03.10.2015 14:13;8;80590;15
03.10.2015 14:13;9;83896;16
03.10.2015 14:13;5;80284;14
03.10.2015 14:13;1;56149;7
03.10.2015 14:13;2;72991;13
03.10.2015 14:13;3;85724;17
03.10.2015 14:13;4;79137;11
03.10.2015 14:13;6;121096;23
03.10.2015 14:13;7;91873;19
03.10.2015 14:13;8;80605;15
03.10.2015 14:13;9;83912;16
03.10.2015 14:13;5;80298;14
03.10.2015 14:14;1;56156;7
03.10.2015 14:14;2;73004;13
03.10.2015 14:14;3;85741;17
03.10.2015 14:14;4;79148;11
03.10.2015 14:14;6;121119;23
03.10.2015 14:14;7;91892;19
03.10.2015 14:14;8;80620;15
03.10.2015 14:14;9;83928;16
03.10.2015 14:14;5;80312;14
03.10.2015 14:14;1;56163;7
03.10.2015 14:14;2;73017;13
03.10.2015 14:14;3;85758;17
03.10.2015 14:14;4;79159;11
03.10.2015 14:14;6;121142;23
03.10.2015 14:14;7;91911;19
03.10.2015 14:14;8;80635;15
03.10.2015 14:14;9;83944;16
03.10.2015 14:14;5;80326;14
03.10.2015 14:15;1;56170;7
03.10.2015 14:15;2;73030;13
03.10.2015 14:15;3;85775;17
03.10.2015 14:15;4;79170;11
03.10.2015 14:15;6;121165;23
03.10.2015 14:15;7;91930;19
03.10.2015 14:15;8;80650;15
03.10.2015 14:15;9;83960;16
03.10.2015 14:15;5;80340;14
03.10.2015 14:15;1;56177;7
03.10.2015 14:15;2;73043;13
03.10.2015 14:15;3;85792;17
03.10.2015 14:15;4;79181;11
03.10.2015 14:15;6;121188;23
03.10.2015 14:15;7;91949;19
03.10.2015 14:15;8;80665;15
03.10.2015 14:15;9;83976;16
03.10.2015 14:15;5;80354;14
03.10.2015 14:16;1;56184;7
03.10.2015 14:16;2;73056;13
03.10.2015 14:16;3;85809;17
03.10.2015 14:16;4;79192;11
03.10.2015 14:16;6;121211;23
03.10.2015 14:16;7;91968;19
03.10.2015 14:16;8;80680;15
03.10.2015 14:16;9;83992;16
03.10.2015 14:16;5;80368;14
03.10.2015 14:16;1;56191;7
03.10.2015 14:16;2;73069;13
03.10.2015 14:16;3;85826;17
03.10.2015 14:16;4;79203;11
03.10.2015 14:16;6;121234;23
03.10.2015 14:16;7;91987;19
03.10.2015 14:16;8;80695;15
03.10.2015 14:16;9;84008;16
03.10.2015 14:16;5;80382;14
03.10.2015 14:17;1;56198;7
03.10.2015 14:17;2;73082;13
03.10.2015 14:17;3;85843;17
03.10.2015 14:17;4;79214;11
03.10.2015 14:17;6;121257;23
03.10.2015 14:17;7;92006;19
03.10.2015 14:17;8;80710;15
03.10.2015 14:17;9;84024;16
03.10.2015 14:17;5;80396;14
